asset_id,event_idx_clean,true_state,reader_state,timestamp,rssi,phase,is_duplicate,is_false_read,is_delayed,sensor_corrupted,event_idx_obs,diag_class,operational_anomaly,sensing_anomaly,op_type,delta_t,phase_sin,phase_cos
984,6,6,6,6.13622068311207,-68.06542630254442,5.3773555075602415,0,0,0,0,4,1,0,1,none,1.0819883145602809,-0.7869374393996064,0.6170327920550017
984,6,6,6,6.217057749649358,-68.06542630254442,5.3773555075602415,1,0,0,1,5,1,0,1,none,0.0808370665372884,-0.7869374393996064,0.6170327920550017
984,5,5,5,7.727372622292175,-51.82912166026589,4.540474733224854,0,0,1,1,6,1,0,1,none,1.5103148726428168,-0.9852591045167821,-0.1710686907846919
985,0,0,0,1.2961303600213838,-45.61037414323846,0.41597033616229917,0,0,0,0,0,0,0,0,none,0.0,0.4040777108925859,0.914724659971408
985,1,1,1,1.9187468008391655,-49.65359071528055,1.2073673975118977,0,0,0,0,1,0,0,0,none,0.6226164408177817,0.9346834006865689,0.35548128007110436
985,2,2,2,2.884868455118278,-49.3155633328209,1.6988369734520576,0,0,0,0,2,0,0,0,none,0.9661216542791127,0.9918139893080256,-0.127691074914811
985,5,5,5,5.848659983644461,-67.12445730747204,4.063562257191743,0,0,0,0,3,0,0,0,none,2.9637915285261824,-0.7967933016240984,-0.6042519627497857
985,6,6,6,7.377457045634765,-68.01297115507121,4.864144726710988,0,0,0,0,4,0,0,0,none,1.5287970619903044,-0.9885071786039461,0.15117393243699837
985,7,7,7,8.052277532819751,-75.96250645734798,6.078367375799701,0,0,0,0,5,0,0,0,none,0.6748204871849861,-0.20338890024928152,0.9790980314837671
986,0,0,0,1.2776808919059046,-50.45799865043451,0.3081067617821152,0,0,0,0,0,1,0,1,none,0.0,0.30325509649141175,0.9529094114615432
986,2,2,2,3.364089696730106,-52.25084839767385,1.4942654193540716,0,0,0,0,1,1,0,1,none,2.0864088048242015,0.9970729391662961,0.07645622265246585
986,3,3,3,5.145959407059092,-61.43609669668759,2.4390278759699067,0,0,1,1,2,1,0,1,none,1.7818697103289858,0.646177216353788,-0.7631873983926031
986,4,5,5,5.602020207991811,-67.3425987141523,4.538747025523317,0,0,1,1,3,1,0,1,none,0.45606080093271917,-0.9849620774832687,-0.1727706743629932
986,4,5,5,5.665300227203122,-67.3425987141523,4.538747025523317,1,0,1,1,4,1,0,1,none,0.06328001921131143,-0.9849620774832687,-0.1727706743629932
986,5,6,6,6.022327523452427,-65.07381885111606,5.584851641804326,0,0,0,0,5,1,0,1,none,0.3570272962493046,-0.6429423104182567,0.7659146071684716
987,0,0,0,0.8166949118825492,-40.10716610055654,0.6278071068681136,0,0,0,0,0,2,1,0,reverse,0.0,0.5873714248557619,0.8093174959574964
987,1,1,1,2.906095486818977,-43.58601549674843,0.8827891454623322,0,0,1,1,1,2,1,0,reverse,2.0894005749364277,0.7725129859024868,0.6349989658353974
987,2,2,2,2.970352403423889,-46.852778120402974,2.0496488544923057,0,0,0,0,2,2,1,0,reverse,0.06425691660491228,0.8875242175270508,-0.4607610696478124
987,3,3,3,3.8286881222450786,-49.898271196670336,2.404387014256709,0,0,0,0,3,2,1,0,reverse,0.8583357188211895,0.6722217342488677,-0.7403498767498005
987,4,2,2,4.998501794345246,-47.90958313297164,1.9912965643988094,0,0,0,0,4,2,1,0,reverse,1.169813672100167,0.9128848489641888,-0.40821716344567166
987,5,4,4,5.992564923002674,-61.74269361961564,3.379051213415433,0,0,0,0,5,2,1,0,reverse,0.9940631286574284,-0.2352332640818823,-0.9719389443115156
987,6,5,5,7.593145744088193,-65.10443268708647,4.37162262213039,0,0,0,0,6,2,1,0,reverse,1.6005808210855186,-0.9424988181253594,-0.33420948196049227
987,7,6,6,8.37513942495518,-69.66646222947656,5.041924764184981,0,0,0,0,7,2,1,0,reverse,0.7819936808669867,-0.9461926676116776,0.3236038253140673
987,8,7,7,9.731838615273292,-75.5949685635616,5.72666401373764,0,0,0,0,8,2,1,0,reverse,1.3566991903181123,-0.5282356379094617,0.849097821715722
988,0,0,3,1.0960194689539913,-45.463344220733674,0.15997196273467884,0,1,0,1,0,1,0,1,none,0.0,0.15929052739835423,0.9872317498344318
988,3,3,3,3.653308800049136,-55.32059311479489,3.2191476072139453,0,0,0,0,1,1,0,1,none,2.5572893310951446,-0.07747723112316818,-0.9969941216764957
988,2,2,2,3.7402735657626827,-55.44775764486018,1.7839997250350403,0,0,1,1,2,1,0,1,none,0.08696476571354683,0.9773581176348322,-0.21159184741690218
988,4,4,5,4.2891070089437475,-63.39184984633236,2.8428401616478243,0,1,0,1,3,1,0,1,none,0.5488334431810649,0.29432818704662483,-0.9557044094854051
988,5,5,5,5.483074304478389,-72.50282464083344,4.3301284540702785,0,0,0,0,4,1,0,1,none,1.1939672955346419,-0.927823788081463,-0.37301879077355377
988,5,5,5,5.493825601840073,-72.50282464083344,4.3301284540702785,1,0,0,1,5,1,0,1,none,0.010751297361683676,-0.927823788081463,-0.37301879077355377
989,0,0,0,1.3680027388311604,-43.553504206026545,0.9679029696602328,0,0,0,0,0,1,0,1,none,0.0,0.823698450207647,0.567028097298115
989,1,1,1,2.678964409931318,-34.49193686105231,0.9765200165022541,0,0,0,0,1,1,0,1,none,1.3109616711001575,0.8285539163589285,0.5599092852295644
989,1,1,1,2.6956088139256345,-34.49193686105231,0.9765200165022541,1,0,0,1,2,1,0,1,none,0.016644403994316548,0.8285539163589285,0.5599092852295644
989,3,3,3,4.671582478842135,-61.1971513146225,2.195048116820982,0,0,0,0,3,1,0,1,none,1.9759736649165003,0.8114006680837642,-0.5844903385285518
989,4,4,4,5.452432691800261,-56.77908116556691,3.0902147007892995,0,0,0,0,4,1,0,1,none,0.7808502129581258,0.0513553521043986,-0.9986804432901614
989,5,5,5,6.2345833867596205,-61.10740132760816,4.070263332454089,0,0,0,0,5,1,0,1,none,0.78215069495936,-0.8008245195004731,-0.5988990640891305
989,6,6,6,7.472554721235632,-72.85747862904063,5.051936467020248,0,0,0,0,6,1,0,1,none,1.2379713344760113,-0.942905476366104,0.33306044892603265
989,7,7,7,8.263268052803234,-80.05943956763738,5.988069276323798,0,0,0,0,7,1,0,1,none,0.790713331567602,-0.290850866737649,0.956768401086678
990,0,0,0,0.9727164560375317,-45.92392527057293,0.5109282586731142,0,0,0,0,0,2,1,0,unauthorized_jump,0.0,0.4889871691027941,0.8722909769410867
990,2,2,2,3.578808746496234,-45.67173409257168,1.7995457846894358,0,0,0,0,1,2,1,0,unauthorized_jump,2.6060922904587027,0.9739507290866439,-0.22675973476698782
990,3,3,3,5.079151483247797,-55.66300820614697,2.6955936804827596,0,0,0,0,2,2,1,0,unauthorized_jump,1.5003427367515627,0.4313593491446741,-0.9021801992426364
990,4,7,7,6.058454072133793,-67.09520254110726,6.0971631206273464,0,0,0,0,3,2,1,0,unauthorized_jump,0.9793025888859965,-0.1849511814705033,0.982747709472103
991,0,0,0,1.143583298711584,-40.70839461214109,0.1644634370967358,0,0,0,0,0,2,1,0,reverse,0.0,0.16372303187519774,0.9865063450549079
991,1,1,1,1.7254124789740448,-42.12146858681086,1.2112138473957326,0,0,0,0,1,2,1,0,reverse,0.5818291802624609,0.9360438238488162,0.3518834463774707
991,1,1,1,1.801535585338621,-42.12146858681086,1.2112138473957326,1,0,0,1,2,2,1,0,reverse,0.0761231063645762,0.9360438238488162,0.3518834463774707
991,2,2,2,2.4101514877685273,-51.89653185237084,1.6802518599671883,0,0,0,0,3,2,1,0,reverse,0.6086159024299063,0.9940157212707318,-0.10923710846881121
991,3,3,3,3.5688157331858057,-56.54290695346211,2.6042759480002413,0,0,0,0,4,2,1,0,reverse,1.1586642454172784,0.5118326585982544,-0.8590851701619826
991,3,3,3,3.70057341343882,-56.54290695346211,2.6042759480002413,1,0,0,1,5,2,1,0,reverse,0.13175768025301426,0.5118326585982544,-0.8590851701619826
991,4,2,2,4.564645021262232,-51.70723925514275,1.6845086981938555,0,0,0,0,6,2,1,0,reverse,0.8640716078234116,0.993541711873327,-0.11346747008644809
991,5,4,4,5.384511878213438,-53.924237938385886,3.1787984515115255,0,0,0,0,7,2,1,0,reverse,0.8198668569512062,-0.03719721469550625,-0.9993079441387906
991,6,5,5,6.612802507178536,-60.10525419444445,4.02386864189316,0,0,0,0,8,2,1,0,reverse,1.228290628965098,-0.7721870299385097,-0.635395302779886
991,7,6,6,7.170951738907267,-66.78810287940297,5.0357152599658175,0,0,0,0,9,2,1,0,reverse,0.5581492317287307,-0.9481838324544559,0.31772223698063734
991,8,7,7,7.926647973900745,-70.32173277444544,5.466882304690249,0,0,0,0,10,2,1,0,reverse,0.7556962349934784,-0.7286186687988878,0.6849195832196191
992,1,1,1,2.5239196398534394,-44.06689896638078,1.3074314570601124,0,0,0,0,0,0,0,0,none,0.0,0.9655194663016178,0.26033086676888556
992,2,2,2,3.5477377769883343,-54.631596817792335,1.8283776713618187,0,0,0,0,1,0,0,0,none,1.023818137134895,0.9670089401637129,-0.25474243785332057
992,3,3,3,5.006535988356894,-53.69694843700654,2.6103148690620084,0,0,0,0,2,0,0,0,none,1.4587982113685594,0.5066354097295005,-0.8621604036420492
992,4,4,4,5.806894298720765,-60.56819055100984,3.198153806139593,0,0,0,0,3,0,0,0,none,0.8003583103638716,-0.05653099930649928,-0.9984008444094028
992,5,5,5,6.537434187868058,-64.32480421047492,3.8783633682875265,0,0,0,0,4,0,0,0,none,0.730539889147293,-0.6718996742802996,-0.7406421725111441
992,5,5,5,6.550901911265119,-64.32480421047492,3.8783633682875265,1,0,0,1,5,0,0,0,none,0.013467723397060816,-0.6718996742802996,-0.7406421725111441
992,6,6,6,7.841033588870783,-70.04836949393112,5.055421173818804,0,0,0,0,6,0,0,0,none,1.2901316776056637,-0.9417391357739705,0.33634416919532745
992,7,7,7,8.677251657871437,-71.71084968969153,5.730879478339456,0,0,0,0,7,0,0,0,none,0.8362180690006547,-0.5246516132952856,0.8513170294706045
993,0,0,0,0.824883277377069,-40.6820802786057,0.4781897729342453,0,0,0,0,0,0,0,0,none,0.0,0.46017275759504905,0.8878293941785034
993,1,1,1,1.4126628704852777,-45.221939096375024,0.9800788479738592,0,0,0,0,1,0,0,0,none,0.5877795931082087,0.8305412880095291,0.556957061999821
993,2,2,2,2.5042094351180015,-46.63870107302779,1.26395303510083,0,0,0,0,2,0,0,0,none,1.0915465646327238,0.9532918045115235,0.3020508822221237
993,3,3,3,3.374374068132092,-55.07934964655955,2.2635077045205363,0,0,0,0,3,0,0,0,none,0.8701646330140904,0.7695172894418809,-0.6386259791536988
993,4,4,4,3.985939969468487,-62.60730917736703,3.5143547714779704,0,0,0,0,4,0,0,0,none,0.611565901336395,-0.3641892472948396,-0.9313249659247937
993,5,5,5,4.818731103804915,-62.30315995351357,4.198963546205183,0,0,0,0,5,0,0,0,none,0.8327911343364285,-0.8710671716766372,-0.4911639058677499
993,5,5,5,4.929352219489874,-62.30315995351357,4.198963546205183,1,0,0,1,6,0,0,0,none,0.11062111568495858,-0.8710671716766372,-0.4911639058677499
993,6,6,6,6.531072842426217,-71.35371404507751,5.067517615279563,0,0,0,0,7,0,0,0,none,1.6017206229363428,-0.9376017688117932,0.34771097641719123
993,7,7,7,7.594829671337038,-72.86373978537884,5.519961782915642,0,0,0,0,8,0,0,0,none,1.0637568289108215,-0.691254388206336,0.7226114936710349
994,0,0,0,0.9613275325562982,-45.52832192624748,0.13560355509181274,0,0,0,0,0,0,0,0,none,0.0,0.13518835000077623,0.9908199180598196
994,1,1,1,1.9061153353114744,-51.98295260984596,0.847147701308977,0,0,0,0,1,0,0,0,none,0.9447878027551762,0.749394882570393,0.6621233344153541
994,2,2,2,3.07477855231038,-52.876899284801596,1.911940689657102,0,0,0,0,2,0,0,0,none,1.1686632169989055,0.9423724180685398,-0.3345657269710294
994,3,3,3,3.8432175177430437,-54.47655363292557,2.4814153191136468,0,0,0,0,3,0,0,0,none,0.7684389654326638,0.6132569351907308,-0.7898834923205269
994,4,4,4,5.293862443098396,-59.8004749877997,3.2646257192019186,0,0,0,0,4,0,0,0,none,1.4506449253553524,-0.12272290575972698,-0.9924409747697286
994,4,4,4,5.35889370614229,-59.8004749877997,3.2646257192019186,1,0,0,1,5,0,0,0,none,0.06503126304389362,-0.12272290575972698,-0.9924409747697286
994,5,5,5,6.219282982553134,-61.82312239252507,4.130658561841643,0,0,0,0,6,0,0,0,none,0.8603892764108441,-0.8355130872762321,-0.5494705460624248
994,6,6,6,7.628410055083654,-65.96192217372106,5.165138388831357,0,0,0,0,7,0,0,0,none,1.40912707253052,-0.8992478025970655,0.4374395838562729
994,7,7,7,8.801243748799479,-74.28456775906092,5.779641858200601,0,0,0,0,8,0,0,0,none,1.172833693715825,-0.4825321912918631,0.8758782360391614
994,7,7,7,8.843944053438324,-74.28456775906092,5.779641858200601,1,0,0,1,9,0,0,0,none,0.042700304638845665,-0.4825321912918631,0.8758782360391614
995,0,0,0,0.970581834598183,-46.597356277836795,6.213803500434494,0,0,0,0,0,1,0,1,none,0.0,-0.06932615471224807,0.9975940478334929
995,2,2,2,3.5744782806761597,-44.89564936194577,1.7558816328043987,0,0,1,1,1,1,0,1,none,2.6038964460779765,0.9829205553090433,-0.18403038322777562
995,3,3,3,3.809378819814661,-61.68621930603734,2.4275719067907646,0,0,0,0,2,1,0,1,none,0.2349005391385015,0.6548776749940103,-0.7557348945195261
995,4,4,4,4.582231677547604,-57.306918188306156,2.3208061238959905,0,0,0,0,3,1,0,1,none,0.7728528577329428,0.7316821907548646,-0.6816459284204387
995,5,5,5,7.52630414736735,-58.60887764869215,4.555568831785788,0,0,1,1,4,1,0,1,none,2.944072469819746,-0.9877288995965058,-0.1561781703756187
995,5,5,5,7.60097362523968,-58.60887764869215,4.555568831785788,1,0,1,1,5,1,0,1,none,0.07466947787233025,-0.9877288995965058,-0.1561781703756187
995,7,7,7,7.834071639000154,-66.98943454534495,6.143931243455034,0,0,0,0,6,1,0,1,none,0.23309801376047368,-0.13880443785827903,0.9903198109857477
996,0,0,0,1.3904209195751271,-25.545513556718525,0.2100438701890986,0,0,0,0,0,1,0,1,none,0.0,0.20850280604665875,0.9780217686077695
996,1,1,1,2.4112418467443852,-46.94727495256883,0.8672089365947004,0,0,0,0,1,1,0,1,none,1.020820927169258,0.7625262105107982,0.6469573233869773
996,3,3,3,5.04570567533321,-50.92297803915517,2.6656568364453976,0,0,0,0,2,1,0,1,none,2.6344638285888244,0.458170462174857,-0.8888643471252956
996,4,4,4,6.020945390121641,-64.68393936384965,3.1133290676485825,0,0,0,0,3,1,0,1,none,0.9752397147884313,0.02825982312341298,-0.9996006114429069
996,6,6,6,8.115022062940577,-72.18791341845707,5.03617044147692,0,0,0,0,4,1,0,1,none,2.094076672818936,-0.9480391129443091,0.31815379980092573
996,5,5,5,8.43996423675351,-64.59070599960414,4.124305853580181,0,0,1,1,5,1,0,1,none,0.3249421738129339,-0.8320056253739612,-0.5547671938264589
996,5,5,5,8.472635647721187,-64.59070599960414,4.124305853580181,1,0,1,1,6,1,0,1,none,0.03267141096767645,-0.8320056253739612,-0.5547671938264589
997,1,1,1,2.3255018038207806,-45.049848946579274,1.259359803793362,0,0,0,0,0,2,1,0,mandatory_skip,0.0,0.9518943636715501,0.3064263702920078
997,2,2,2,3.2281895173011,-49.93249379451801,2.157004605008713,0,0,0,0,1,2,1,0,mandatory_skip,0.9026877134803195,0.8330442669828618,-0.5532063351471913
997,2,2,2,3.2990677035218914,-49.93249379451801,2.157004605008713,1,0,0,1,2,2,1,0,mandatory_skip,0.07087818622079123,0.8330442669828618,-0.5532063351471913
997,3,3,3,4.179161336774436,-54.498875777023244,2.569391065276859,0,0,0,0,3,2,1,0,mandatory_skip,0.8800936332525442,0.5414842587888624,-0.8407108881677912
997,4,4,4,5.1472665100824875,-53.82331967224972,3.386185053210776,0,0,0,0,4,2,1,0,mandatory_skip,0.9681051733080519,-0.2421608763092443,-0.9702361104314449
997,5,5,5,5.949314568924494,-67.933979314075,3.98231262150517,0,0,0,0,5,2,1,0,mandatory_skip,0.8020480588420069,-0.7451234787543689,-0.6669265337419014
997,6,7,7,6.487995207768916,-72.88659814245298,5.387950940431219,0,0,0,0,6,2,1,0,mandatory_skip,0.5386806388444212,-0.780355660552475,0.6253359441481918
998,0,0,0,1.0114001021022565,-42.60296494724089,0.30876219998582344,0,0,0,0,0,0,0,0,none,0.0,0.30387960454056046,0.9527104418154934
998,1,1,4,2.1391183695972082,-48.63950687256005,1.261670376659744,0,1,0,1,1,0,0,0,none,1.1277182674949517,0.9525998425378557,0.3042261329946074
998,2,2,2,3.116719017546946,-48.31733767518439,1.4638666990423361,0,0,0,0,2,0,0,0,none,0.9776006479497377,0.9942884725746757,0.10672597296402837
998,3,3,3,3.9199176641810762,-55.70680718569805,2.6429830564555994,0,0,0,0,3,0,0,0,none,0.8031986466341303,0.4782048822708433,-0.8782483080384095
998,4,4,4,5.229658755925483,-59.3592583712962,3.230021607926648,0,0,0,0,4,0,0,0,none,1.3097410917444066,-0.08831375170137379,-0.9960927071615514
998,5,5,5,6.500772841385808,-61.97935790278517,3.9256548663199338,0,0,0,0,5,0,0,0,none,1.271114085460325,-0.7061614906820273,-0.7080508096723971
998,6,6,1,7.72101387854619,-66.06167355408398,5.327772781902301,0,1,0,1,6,0,0,0,none,1.220241037160382,-0.8165519491929718,0.5772719586721309
999,1,1,1,1.3334815052337103,-47.53130868561651,0.953169502620135,0,0,0,0,0,0,0,0,none,0.0,0.8152550620990131,0.5791020494886322
999,2,2,0,2.713606513018507,-49.97518764070152,1.6752405615004193,0,1,0,1,1,0,0,0,none,1.3801250077847969,0.9945506573455741,-0.10425444821918388
999,3,3,3,3.4993002555087864,-57.090834718264,2.500613988807492,0,0,0,0,2,0,0,0,none,0.7856937424902792,0.597980138115037,-0.8015109197134629
999,4,4,4,4.345316314248259,-56.49183420056838,3.2113049001432254,0,0,0,0,3,0,0,0,none,0.8460160587394725,-0.0696557957073387,-0.9975710852487544
999,5,5,6,5.485122402819589,-62.88973373394734,4.1316447036898225,0,1,0,1,4,0,0,0,none,1.13980608857133,-0.8360545368301497,-0.5486463446025351
999,6,6,6,6.127159078797382,-71.75534491439443,4.919515956971783,0,0,0,0,5,0,0,0,none,0.6420366759777929,-0.9786257876134522,0.20564913765428336
999,7,7,7,8.91424017745738,-75.99096817657451,5.460416934720755,0,0,1,1,6,0,0,0,none,2.787081098659998,-0.7330316680082115,0.6801945116634647
999,7,7,7,9.062974449209056,-75.99096817657451,5.460416934720755,1,0,1,1,7,0,0,0,none,0.14873427175167642,-0.7330316680082115,0.6801945116634647
1000,0,0,0,0.7961288866953059,-37.683030254051424,0.23456562851250273,0,0,0,0,0,2,1,0,mandatory_skip,0.0,0.23242053105840105,0.9726153899371174
1000,1,1,1,2.09344867195644,-48.306965569571744,0.736933622184547,0,0,0,0,1,2,1,0,mandatory_skip,1.2973197852611338,0.672020321518996,0.7405327051964047
1000,2,2,2,3.014681923426913,-52.71216996234669,1.2605917855302446,0,0,0,0,2,2,1,0,mandatory_skip,0.9212332514704733,0.9522711528854062,0.3052534215734515
1000,3,3,3,4.124589778656963,-55.71984261788131,3.0902078105026285,0,0,0,0,3,2,1,0,mandatory_skip,1.10990785523005,0.05136223329772647,-0.9986800894133566
1000,4,4,4,5.355392579467727,-60.00003589305861,3.821820816608448,0,0,0,0,4,2,1,0,mandatory_skip,1.230802800810764,-0.6289704209886955,-0.7774292311981221
1000,5,5,5,6.236230638177735,-61.98879403858339,4.26083983009676,0,0,0,0,5,2,1,0,mandatory_skip,0.8808380587100073,-0.8997721951635312,-0.4363599395116378
1000,6,7,7,7.291356440747526,-74.03423554017388,5.580948851470347,0,0,0,0,6,2,1,0,mandatory_skip,1.0551258025697914,-0.645926610386042,0.7633995113930832
1001,0,0,0,0.9184094863325633,-42.64734560076584,0.27075545027237813,0,0,0,0,0,0,0,0,none,0.0,0.26745944149325374,0.9635691190340819
1001,1,1,1,2.9870811537971558,-53.07762979581233,0.6675707483724895,0,0,0,0,1,0,0,0,none,2.0686716674645926,0.6190800565517469,0.7853278828488683
1001,2,2,2,3.4930538708103906,-56.36106313457568,1.93875302186179,0,0,0,0,2,0,0,0,none,0.5059727170132349,0.9330642894109341,-0.3597096493368904
1001,2,2,2,3.561517134593132,-56.36106313457568,1.93875302186179,1,0,0,1,3,0,0,0,none,0.06846326378274137,0.9330642894109341,-0.3597096493368904
1001,3,3,2,4.21079027999803,-49.346301234040304,2.936163119994659,0,1,0,1,4,0,0,0,none,0.6492731454048983,0.20398768069740306,-0.9789734552702103
1001,4,4,4,5.140820267453469,-50.64418801643157,3.3629095214708737,0,0,0,0,5,0,0,0,none,0.9300299874554385,-0.2195145614952462,-0.9756092236605545
1001,5,5,5,5.90610807984031,-65.51730357053343,3.881515712420889,0,0,0,0,6,0,0,0,none,0.7652878123868412,-0.6742310909982204,-0.7385204370437892
1001,6,6,6,6.495826556461655,-63.89220286290492,5.07721359747028,0,0,0,0,7,0,0,0,none,0.5897184766213446,-0.9341863496054799,0.35678545964036723
1001,7,7,7,7.1932012306471025,-69.69993712579958,5.524559947543317,0,0,0,0,8,0,0,0,none,0.6973746741854479,-0.6879244056815796,0.7257823448304908
1002,0,0,0,1.0509156074058168,-39.81211819630782,0.3443601035438522,0,0,0,0,0,2,1,0,mandatory_skip,0.0,0.33759441720152966,0.9412916707771081
1002,1,1,1,2.4523370607793877,-47.6062837632911,1.0156634907248288,0,0,0,0,1,2,1,0,mandatory_skip,1.401421453373571,0.849830435694464,0.5270561929883354
1002,2,3,3,3.4235774734830304,-56.443138693279266,2.747248338547895,0,0,0,0,2,2,1,0,mandatory_skip,0.9712404127036427,0.3842029111690799,-0.9232486788775839
1002,3,4,4,4.38225098806984,-59.439579153479855,3.4720597240434072,0,0,0,0,3,2,1,0,mandatory_skip,0.9586735145868097,-0.32448486145956046,-0.9458908894177858
1002,5,6,6,5.949197568147559,-68.20088773231645,5.165837561366229,0,0,0,0,4,2,1,0,mandatory_skip,1.566946580077719,-0.8989417370841426,0.43806820625120035
1002,6,7,7,6.762065815391173,-69.9332077372656,5.624362299697079,0,0,0,0,5,2,1,0,mandatory_skip,0.812868247243614,-0.6121866125639355,0.7907133180853184
1003,0,0,0,1.0061859866252818,-42.21333236442407,0.354544091386098,0,0,0,0,0,2,1,0,mandatory_skip,0.0,0.3471628480157543,0.9378048608093211
1003,1,1,1,1.8334179325524333,-50.53822457101289,0.9790424548246107,0,0,0,0,1,2,1,0,mandatory_skip,0.8272319459271515,0.829963615582754,0.5578175300300292
1003,2,3,3,2.6565012038128426,-55.35144859397545,2.61511142864375,0,0,0,0,2,2,1,0,mandatory_skip,0.8230832712604093,0.5024941937764257,-0.8645805834165952
1003,2,3,3,2.733071225495949,-55.35144859397545,2.61511142864375,1,0,0,1,3,2,1,0,mandatory_skip,0.07657002168310623,0.5024941937764257,-0.8645805834165952
1003,3,4,4,3.516355340070521,-55.524143134777084,3.2618479958231874,0,0,0,0,4,2,1,0,mandatory_skip,0.7832841145745721,-0.1199657093579792,-0.9927780359064341
1003,4,5,5,4.7472881579441335,-59.840801489073094,4.351746146782777,0,0,0,0,5,2,1,0,mandatory_skip,1.2309328178736125,-0.9356701766066202,-0.35287578637381195
1003,5,6,6,6.060454499277097,-72.41011856509458,4.935315964459475,0,0,0,0,6,2,1,0,mandatory_skip,1.3131663413329635,-0.975254515242476,0.22108512048340856
1003,6,7,7,7.154299444558754,-69.92849754209746,5.929970959006742,0,0,0,0,7,2,1,0,mandatory_skip,1.0938449452816572,-0.34591550180466074,0.9382656689931854
1004,0,0,0,0.8070168274039409,-41.69043919262291,0.16240034940804443,0,0,0,0,0,0,0,0,none,0.0,0.16168743579411202,0.9868420203387799
1004,1,1,1,1.7241278634306112,-43.82185307294078,1.107962753706548,0,0,0,0,1,0,0,0,none,0.9171110360266703,0.8947909425389154,0.4464853515517831
1004,2,2,2,2.482838885621522,-45.718690040512186,1.6710530408837183,0,0,0,0,2,0,0,0,none,0.7587110221909108,0.9949785038472754,-0.10008884494206866
1004,3,3,3,3.621853016187349,-51.24492910926172,2.8640574051710197,0,0,0,0,3,0,0,0,none,1.139014130565827,0.27398604862135595,-0.9617336664383004
1004,4,4,4,5.428277884790457,-64.69322589194894,3.4035206235398063,0,0,0,0,4,0,0,0,none,1.8064248686031084,-0.25894324378292205,-0.965892538794652
1004,6,6,6,7.22397735746505,-68.10312814657435,5.123056733977358,0,0,0,0,5,0,0,0,none,1.7956994726745927,-0.9168544455558302,0.39922164979433566
1005,0,0,0,1.5740146734200136,-43.371191086832496,0.47162836909410955,0,0,0,0,0,1,0,1,none,0.0,0.45433748654994427,0.8908296404562879
1005,1,1,1,3.1718500834925343,-54.66623194825233,0.9311027316823488,0,0,0,0,1,1,0,1,none,1.5978354100725207,0.8022787038314663,0.5969496472722825
1005,1,1,1,3.2948913407334506,-54.66623194825233,0.9311027316823488,1,0,0,1,2,1,0,1,none,0.1230412572409163,0.8022787038314663,0.5969496472722825
1005,2,3,3,4.234791750892152,-42.73842885045331,2.4690337399836046,0,0,0,0,3,1,0,1,none,0.9399004101587018,0.6229896836542003,-0.7822300518776042
1005,3,4,4,5.412468115015177,-57.290183288589226,3.2749927828162106,0,0,0,0,4,1,0,1,none,1.177676364123025,-0.13300482535660713,-0.9911153900691172
1005,5,6,6,8.261731535006177,-77.91851925989899,4.910755412625166,0,0,0,0,5,1,0,1,none,2.849263419991,-0.9803898098355748,0.19706806126454235
1005,5,6,6,8.342735125389543,-77.91851925989899,4.910755412625166,1,0,0,1,6,1,0,1,none,0.08100359038336613,-0.9803898098355748,0.19706806126454235
1006,0,0,0,0.868960237506823,-39.721505956053164,6.1511688045467405,0,0,0,0,0,1,0,1,none,0.0,-0.1316333648694633,0.9912984703171607
1006,2,2,0,2.777404066931303,-51.61840516727691,1.5639217706463415,0,1,0,1,1,1,0,1,none,1.9084438294244799,0.999976370331941,0.00687450200064318
1006,3,3,3,4.00184411896315,-61.82434833738553,2.9286129033194657,0,0,0,0,2,1,0,1,none,1.2244400520318468,0.21137325796818768,-0.9774054152785905
1006,4,4,4,4.577351785420895,-61.7312932334394,3.7064378223913543,0,0,0,0,3,1,0,1,none,0.575507666457745,-0.5352850409288331,-0.8446714893719436
1006,4,4,4,4.662929080696182,-61.7312932334394,3.7064378223913543,1,0,0,1,4,1,0,1,none,0.08557729527528757,-0.5352850409288331,-0.8446714893719436
1006,5,5,5,5.219013342530699,-67.27258676673296,4.418404761373385,0,0,0,0,5,1,0,1,none,0.556084261834517,-0.957096976663185,-0.28976779887038984
1006,6,6,6,6.003559899280255,-64.3989630861914,4.356867022551746,0,0,0,0,6,1,0,1,none,0.7845465567495555,-0.9374649335876044,-0.3480797297941787
1006,7,7,7,7.083371895533356,-69.43808594737244,6.167625838306757,0,0,0,0,7,1,0,1,none,1.0798119962531016,-0.11530244386675861,0.9933304316481767
1007,0,0,0,1.6060524706538586,-38.33404904457238,0.3177096090449607,0,0,0,0,0,0,0,0,none,0.0,0.3123916172106635,0.9499534080661568
1007,1,1,1,2.657496070160648,-40.78547482752023,1.0007674002070266,0,0,0,0,1,0,0,0,none,1.0514435995067895,0.8418853650961665,0.5396564018307338
1007,2,3,3,3.2823070585415617,-53.6267925676941,2.6853761706335253,0,0,0,0,2,0,0,0,none,0.6248109883809136,0.44055470760251575,-0.8977257652586684
1007,4,5,5,4.609628971228754,-60.936052477071186,4.361158237574741,0,0,0,0,3,0,0,0,none,1.3273219126871925,-0.9389499824959248,-0.34405367367738215
1007,5,6,6,6.035544337902576,-67.66015995097796,5.169352697111533,0,0,0,0,4,0,0,0,none,1.4259153666738218,-0.8973963173076891,0.44122539555492213
